CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13269.0,1,15,5343.28,3,At Risk
13270.0,366,1,590.0,1,Regular
13271.0,37,1,211.49,0,High Value
13272.0,31,2,276.56,0,High Value
13273.0,113,1,138.98,0,High Value
13276.0,64,2,590.9300000000001,0,High Value
13277.0,16,4,258.4,0,High Value
13278.0,41,1,542.73,0,High Value
13279.0,78,1,137.75,0,High Value
13280.0,122,3,798.46,0,High Value
13282.0,18,3,1132.14,0,High Value
13283.0,60,2,93.66,0,High Value
13284.0,331,1,201.19,1,Regular
13285.0,23,4,2709.12,0,High Value
13291.0,156,1,361.11,1,Regular
13292.0,39,2,578.9399999999999,0,High Value
13294.0,190,2,873.74,1,Regular
13295.0,360,1,201.20000000000002,1,Regular
13296.0,137,1,87.4,0,High Value
13297.0,8,4,2089.85,0,High Value
13298.0,1,1,360.0,0,High Value
13299.0,268,1,142.5,1,Regular
13300.0,169,1,371.89,1,Regular
13301.0,104,4,618.09,0,High Value
13302.0,155,1,63.75,1,Regular
13304.0,351,1,300.42,1,Regular
13305.0,4,10,2000.86,0,High Value
13307.0,120,1,15.0,0,High Value
13308.0,23,3,1385.51,0,High Value
13309.0,7,5,1456.79,0,High Value
13310.0,28,3,1132.03,0,High Value
13311.0,4,2,598.57,0,High Value
13313.0,22,5,1555.32,0,High Value
13314.0,2,3,775.94,0,High Value
13316.0,37,4,5732.93,0,High Value
13317.0,66,6,2273.68,0,High Value
13318.0,1,3,640.76,0,High Value
13319.0,5,26,10845.550000000001,3,At Risk
13320.0,78,4,1532.2,0,High Value
13321.0,72,2,567.36,0,High Value
13322.0,17,1,199.48000000000002,0,High Value
13323.0,3,5,787.85,0,High Value
13324.0,36,10,7121.95,0,High Value
13325.0,82,1,675.3,0,High Value
13327.0,39,8,3627.77,0,High Value
13328.0,316,1,1308.48,1,Regular
13329.0,32,2,789.0,0,High Value
13330.0,93,3,1140.93,0,High Value
13332.0,14,1,350.9,0,High Value
13334.0,82,3,3502.32,0,High Value
13336.0,77,1,795.12,0,High Value
13338.0,158,1,487.02,1,Regular
13339.0,201,1,860.12,1,Regular
13340.0,45,7,10736.48,0,High Value
13341.0,261,1,775.85,1,Regular
13343.0,178,1,353.43,1,Regular
13344.0,68,3,2511.69,0,High Value
13345.0,288,1,389.5,1,Regular
13347.0,70,1,341.36,0,High Value
13348.0,64,1,233.76,0,High Value
13349.0,11,1,247.32,0,High Value
13350.0,16,2,979.12,0,High Value
13351.0,66,1,373.94,0,High Value
13352.0,60,1,397.97999999999996,0,High Value
13354.0,71,1,743.53,0,High Value
13355.0,122,1,674.7,0,High Value
13356.0,80,1,768.24,0,High Value
13357.0,257,1,609.4,1,Regular
13358.0,269,1,439.03,1,Regular
13359.0,64,1,439.56,0,High Value
13362.0,9,4,3090.7400000000002,0,High Value
13363.0,18,2,992.5,0,High Value
13364.0,71,1,134.95999999999998,0,High Value
13365.0,34,2,2225.37,0,High Value
13366.0,50,1,56.160000000000004,0,High Value
13368.0,257,2,623.4,1,Regular
13369.0,366,1,308.28000000000003,1,Regular
13370.0,372,1,754.87,1,Regular
13372.0,90,1,378.64,0,High Value
13373.0,61,3,3312.25,0,High Value
13375.0,89,1,778.65,0,High Value
13376.0,99,3,1019.76,0,High Value
13379.0,26,3,572.56,0,High Value
13381.0,32,6,3639.31,0,High Value
13382.0,281,1,222.99,1,Regular
13384.0,31,7,4151.93,0,High Value
13385.0,330,1,534.57,1,Regular
13388.0,131,2,677.1,0,High Value
13389.0,11,3,797.96,0,High Value
13390.0,75,1,544.08,0,High Value
13391.0,204,1,59.8,1,Regular
13394.0,2,8,2520.02,0,High Value
13395.0,185,1,307.72,1,Regular
13396.0,29,2,1360.99,0,High Value
13397.0,73,5,1544.13,0,High Value
13398.0,192,1,457.34,1,Regular
13402.0,127,2,621.23,0,High Value
13403.0,18,1,75.0,0,High Value
13404.0,1,2,252.49,0,High Value
13405.0,74,3,572.451,0,High Value
13408.0,2,62,28117.04,3,At Risk
13410.0,24,5,1003.06,0,High Value
13411.0,107,1,213.55,0,High Value
13414.0,134,3,1390.5,0,High Value
13416.0,44,2,712.5,0,High Value
13417.0,5,2,640.83,0,High Value
13418.0,12,18,6127.43,3,At Risk
13419.0,64,1,221.06,0,High Value
13420.0,150,2,159.85,1,Regular
13421.0,40,2,1833.71,0,High Value
13422.0,64,1,2626.3,0,High Value
13425.0,108,3,1624.21,0,High Value
13426.0,1,10,3641.32,0,High Value
13427.0,19,3,582.6,0,High Value
13428.0,10,1,201.78,0,High Value
13429.0,11,4,1006.8,0,High Value
13430.0,19,2,679.45,0,High Value
13431.0,67,2,1269.1,0,High Value
13434.0,74,2,534.24,0,High Value
13435.0,5,7,3809.8900000000003,0,High Value
13436.0,2,1,196.89,0,High Value
13437.0,14,7,3408.06,0,High Value
13439.0,255,1,283.71,1,Regular
13441.0,92,1,296.64,0,High Value
13447.0,23,3,1129.14,0,High Value
13448.0,17,6,3534.69,0,High Value
13449.0,24,1,291.88,0,High Value
13450.0,27,6,2043.7199999999998,0,High Value
13451.0,26,5,2898.2599999999998,0,High Value
13452.0,259,2,590.0,1,Regular
13453.0,166,2,356.97999999999996,1,Regular
13455.0,25,2,1058.34,0,High Value
13456.0,18,6,1766.72,0,High Value
13458.0,7,14,9646.57,3,At Risk
13460.0,29,2,183.44,0,High Value
13461.0,39,3,1445.0,0,High Value
13462.0,253,1,151.5,1,Regular
13464.0,58,1,674.68,0,High Value
13466.0,184,1,307.9,1,Regular
13467.0,11,2,1071.91,0,High Value
13468.0,2,37,5704.97,3,At Risk
13470.0,99,2,165.0,0,High Value
13471.0,1,4,2501.84,0,High Value
13473.0,61,2,422.64,0,High Value
13474.0,236,1,226.84,1,Regular
13475.0,191,4,1431.78,1,Regular
13476.0,179,2,1238.47,1,Regular
13477.0,38,6,1454.58,0,High Value
13479.0,201,2,300.95,1,Regular
13481.0,46,5,1804.56,0,High Value
13482.0,232,1,184.64,1,Regular
13483.0,66,1,140.34,0,High Value
13484.0,241,1,313.8,1,Regular
13485.0,233,1,454.24,1,Regular
13486.0,78,3,1122.41,0,High Value
13487.0,58,3,575.4,0,High Value
13488.0,17,13,8968.31,3,At Risk
13489.0,105,4,449.52,0,High Value
13491.0,52,10,1215.82,0,High Value
13492.0,136,3,1269.84,0,High Value
13493.0,275,2,618.63,1,Regular
13494.0,312,1,316.26000000000005,1,Regular
13495.0,8,5,2044.8700000000001,0,High Value
13496.0,11,2,653.33,0,High Value
13497.0,283,2,348.05,1,Regular
13499.0,18,5,1159.11,0,High Value
13500.0,23,3,1166.77,0,High Value
13501.0,288,1,1340.32,1,Regular
13502.0,17,3,292.0,0,High Value
13503.0,71,1,216.85,0,High Value
13504.0,64,1,295.93,0,High Value
13505.0,73,4,4393.63,0,High Value
13506.0,316,2,458.52,1,Regular
13507.0,3,4,2479.16,0,High Value
13508.0,244,1,110.97,1,Regular
13509.0,9,7,979.72,0,High Value
13510.0,1,4,1791.56,0,High Value
13512.0,261,1,251.21,1,Regular
13513.0,127,1,205.1,0,High Value
13514.0,74,1,152.20000000000002,0,High Value
13515.0,73,4,891.12,0,High Value
13516.0,21,3,1389.41,0,High Value
13517.0,60,3,2128.42,0,High Value
13518.0,86,1,627.16,0,High Value
13519.0,78,1,122.75,0,High Value
13520.0,59,6,3624.35,0,High Value
13521.0,1,3,1071.73,0,High Value
13522.0,30,1,125.80000000000001,0,High Value
13523.0,33,5,3964.88,0,High Value
13524.0,41,5,680.1800000000001,0,High Value
13525.0,15,2,628.78,0,High Value
13527.0,34,7,2242.36,0,High Value
13529.0,79,2,307.76,0,High Value
13531.0,205,2,483.8,1,Regular
13532.0,34,1,210.31,0,High Value
13533.0,183,3,269.09,1,Regular
13534.0,2,25,5870.08,3,At Risk
13536.0,1,7,3444.39,0,High Value
13538.0,43,7,1280.85,0,High Value
13539.0,86,3,631.34,0,High Value
13544.0,40,2,276.06,0,High Value
13546.0,12,3,621.09,0,High Value
13548.0,96,2,678.16,0,High Value
13549.0,26,7,918.2,0,High Value
13551.0,319,1,91.80000000000001,1,Regular
13552.0,66,12,3740.07,0,High Value
13555.0,74,4,4098.88,0,High Value
13557.0,28,2,584.06,0,High Value
13558.0,6,4,594.52,0,High Value
13560.0,7,1,171.42000000000002,0,High Value
13561.0,216,1,141.85999999999999,1,Regular
13562.0,82,3,1799.33,0,High Value
13563.0,84,2,777.53,0,High Value
13564.0,144,3,1724.67,0,High Value
13565.0,19,2,240.22,0,High Value
13566.0,41,2,856.84,0,High Value
13568.0,173,1,187.05,1,Regular
13569.0,17,2,338.62,0,High Value
13570.0,243,1,239.49,1,Regular
13571.0,13,12,2088.94,0,High Value
13572.0,206,1,1384.25,1,Regular
13573.0,50,2,290.25,0,High Value
13575.0,23,5,732.0699999999999,0,High Value
13576.0,10,18,6717.34,3,At Risk
13577.0,25,4,1687.6000000000001,0,High Value
13579.0,15,2,467.04,0,High Value
13581.0,309,1,118.0,1,Regular
13583.0,156,1,781.03,1,Regular
13584.0,307,1,142.4,1,Regular
13587.0,64,1,712.4,0,High Value
13588.0,16,9,2478.95,0,High Value
13589.0,15,2,379.65,0,High Value
13590.0,11,6,1981.92,0,High Value
13591.0,65,3,1117.13,0,High Value
13592.0,36,4,247.95999999999998,0,High Value
13593.0,108,5,2011.88,0,High Value
13594.0,53,1,396.97,0,High Value
13596.0,6,2,664.11,0,High Value
13598.0,47,1,160.04,0,High Value
13599.0,1,21,5149.92,3,At Risk
13600.0,312,1,219.52,1,Regular
13601.0,45,2,693.32,0,High Value
13602.0,65,1,428.89,0,High Value
13603.0,26,1,164.34,0,High Value
13606.0,29,3,276.75,0,High Value
13607.0,40,1,675.51,0,High Value
13610.0,12,7,1082.33,0,High Value
13611.0,89,3,1154.4,0,High Value
13614.0,24,4,1585.46,0,High Value
13615.0,319,1,417.69,1,Regular
13617.0,40,3,544.18,0,High Value
13618.0,174,1,177.34,1,Regular
13621.0,117,1,213.85,0,High Value
13623.0,31,5,727.74,0,High Value
13626.0,253,1,257.23,1,Regular
13627.0,59,5,1638.47,0,High Value
13629.0,23,11,7792.36,0,High Value
13630.0,5,7,2031.78,0,High Value
13631.0,100,11,3070.42,0,High Value
13632.0,25,5,2118.93,0,High Value
13634.0,33,5,1547.3600000000001,0,High Value
13635.0,68,1,1071.03,0,High Value
13636.0,37,5,949.12,0,High Value
13637.0,52,3,804.3,0,High Value
13638.0,16,1,122.64,0,High Value
13639.0,74,1,1033.34,0,High Value
13642.0,216,1,312.28,1,Regular
13643.0,31,3,519.44,0,High Value
13644.0,16,4,2624.26,0,High Value
13645.0,120,1,252.1,0,High Value
13647.0,10,4,1648.1200000000001,0,High Value
13649.0,257,2,346.6,1,Regular
13650.0,17,6,1836.34,0,High Value
13651.0,35,2,94.2,0,High Value
13652.0,46,3,1095.08,0,High Value
13654.0,43,6,2707.33,0,High Value
13655.0,114,2,932.97,0,High Value
13656.0,165,2,379.65,1,Regular
13657.0,11,2,382.14,0,High Value
13658.0,10,5,2639.17,0,High Value
13659.0,206,2,1563.0,1,Regular
13662.0,86,3,881.26,0,High Value
13663.0,179,1,189.47,1,Regular
13666.0,60,3,84.65,0,High Value
13667.0,149,1,299.05,1,Regular
13668.0,3,21,6309.83,3,At Risk
13669.0,51,2,218.55,0,High Value
13670.0,75,1,349.7,0,High Value
13672.0,301,2,186.39000000000001,1,Regular
13673.0,19,2,387.44,0,High Value
13675.0,151,2,486.82000000000005,1,Regular
13678.0,152,1,232.6,1,Regular
13680.0,1,4,3719.12,0,High Value
13681.0,18,4,827.83,0,High Value
13682.0,187,1,59.5,1,Regular
13684.0,286,1,65.13,1,Regular
13685.0,3,7,3119.44,0,High Value
13686.0,183,1,72.0,1,Regular
13689.0,63,1,910.0,0,High Value
13690.0,59,1,172.25,0,High Value
13692.0,25,3,1488.32,0,High Value
13694.0,4,50,65039.62,3,At Risk
13695.0,31,15,2504.13,0,High Value
13697.0,39,1,151.29999999999998,0,High Value
13699.0,155,1,308.58000000000004,1,Regular
13700.0,26,10,2248.63,0,High Value
13703.0,318,1,99.5,1,Regular
13704.0,5,9,2308.06,0,High Value
13705.0,8,3,711.86,0,High Value
13706.0,303,1,330.79,1,Regular
13707.0,267,2,806.41,1,Regular
13708.0,271,1,285.33,1,Regular
13709.0,4,13,6307.650000000001,0,High Value
13710.0,32,1,180.48,0,High Value
13711.0,219,2,252.06,1,Regular
13712.0,247,1,228.84,1,Regular
13715.0,281,5,1077.39,1,Regular
13716.0,269,1,138.28,1,Regular
13717.0,32,6,1445.01,0,High Value
13718.0,246,2,306.55,1,Regular
13719.0,15,5,1041.68,0,High Value
13720.0,117,4,799.9,0,High Value
13721.0,36,1,524.14,0,High Value
13722.0,132,3,2375.41,0,High Value
13723.0,217,1,199.85000000000002,1,Regular
13725.0,50,8,1980.56,0,High Value
13726.0,39,2,1079.6599999999999,0,High Value
13727.0,29,2,333.48,0,High Value
13728.0,37,6,1016.14,0,High Value
13730.0,136,2,752.6,0,High Value
13731.0,219,2,610.59,1,Regular
13732.0,28,1,491.86,0,High Value
13735.0,25,4,2883.54,0,High Value
13736.0,5,2,729.8,0,High Value
13737.0,200,1,339.59999999999997,1,Regular
13739.0,18,1,216.9,0,High Value
13740.0,241,1,350.75,1,Regular
13741.0,72,3,668.4300000000001,0,High Value
13742.0,17,12,3107.87,0,High Value
13743.0,3,7,1341.6,0,High Value
13744.0,95,2,1080.52,0,High Value
13745.0,162,1,300.04,1,Regular
13747.0,374,1,79.6,1,Regular
13748.0,96,5,948.25,0,High Value
13750.0,54,5,1647.26,0,High Value
13751.0,288,1,296.25,1,Regular
13752.0,124,6,1175.38,0,High Value
13753.0,288,1,741.26,1,Regular
13754.0,152,2,282.59999999999997,1,Regular
13755.0,4,9,2108.06,0,High Value
13756.0,2,14,5189.52,3,At Risk
13758.0,12,7,3190.55,0,High Value
13759.0,33,2,659.4100000000001,0,High Value
13760.0,54,2,286.79,0,High Value
13761.0,50,2,1070.65,0,High Value
13762.0,219,1,306.72,1,Regular
13763.0,63,1,1714.96,0,High Value
13764.0,71,3,1519.42,0,High Value
13767.0,2,37,17220.36,3,At Risk
13769.0,2,10,2796.51,0,High Value
13771.0,64,4,2634.45,0,High Value
13772.0,34,3,1122.63,0,High Value
13774.0,82,1,345.0,0,High Value
13777.0,1,33,25977.16,3,At Risk
13778.0,103,1,178.7,0,High Value
13780.0,7,2,360.01,0,High Value
13781.0,251,1,127.84,1,Regular
13782.0,13,6,908.86,0,High Value
13784.0,10,11,2462.79,0,High Value
13786.0,367,1,230.39999999999998,1,Regular
13787.0,76,2,309.04,0,High Value
13790.0,4,1,348.8,0,High Value
13791.0,128,2,1516.0,0,High Value
13792.0,66,2,195.55,0,High Value
13798.0,1,57,37153.85,3,At Risk
13799.0,117,2,688.86,0,High Value
13800.0,310,1,558.32,1,Regular
13801.0,67,1,324.8,0,High Value
13802.0,139,3,4599.42,0,High Value
13803.0,255,1,277.07,1,Regular
13804.0,31,7,2588.39,0,High Value
13805.0,52,2,924.6,0,High Value
13806.0,64,1,256.38,0,High Value
13807.0,367,1,112.6,1,Regular
13808.0,6,5,1747.66,0,High Value
13809.0,305,1,155.05,1,Regular
13810.0,29,3,1499.01,0,High Value
13811.0,184,3,814.5,1,Regular
13812.0,42,3,539.0,0,High Value
13813.0,40,4,1366.8600000000001,0,High Value
13814.0,92,2,1579.12,0,High Value
13815.0,22,4,4027.36,0,High Value
13816.0,24,2,571.6700000000001,0,High Value
13817.0,29,2,382.98,0,High Value
13819.0,302,3,1140.35,1,Regular
13821.0,145,2,385.64,1,Regular
13822.0,6,2,632.0,0,High Value
13823.0,19,2,957.66,0,High Value
13824.0,33,5,1698.94,0,High Value
13826.0,176,1,189.5,1,Regular
13827.0,58,3,409.8,0,High Value
13828.0,22,1,209.49,0,High Value
13831.0,16,6,2198.45,0,High Value
13832.0,19,1,52.199999999999996,0,High Value
13833.0,159,1,383.85,1,Regular
13835.0,25,4,834.57,0,High Value
13837.0,212,2,266.59000000000003,1,Regular
13838.0,6,4,674.82,0,High Value
13841.0,253,1,85.0,1,Regular
13842.0,59,9,3385.62,0,High Value
13844.0,11,1,361.62,0,High Value
13845.0,65,1,312.98,0,High Value
13846.0,25,3,865.0600000000001,0,High Value
13848.0,92,3,1255.0,0,High Value
13849.0,52,2,1537.95,0,High Value
13850.0,129,1,1595.48,0,High Value
13851.0,96,3,2651.46,0,High Value
13853.0,57,1,1090.14,0,High Value
13854.0,9,25,8109.5199999999995,3,At Risk
13856.0,169,3,388.5,1,Regular
13858.0,57,1,216.17,0,High Value
13859.0,326,1,201.16,1,Regular
13860.0,1,5,1245.9,0,High Value
13862.0,18,8,2209.36,0,High Value
13863.0,248,1,305.78,1,Regular
13865.0,58,4,501.56,0,High Value
13866.0,74,1,145.67000000000002,0,High Value
13867.0,31,3,1005.09,0,High Value
13868.0,7,2,3192.54,0,High Value
13869.0,123,4,3083.65,0,High Value
13870.0,2,8,2770.94,0,High Value
13871.0,23,13,6403.25,0,High Value
13873.0,120,3,389.6,0,High Value
13874.0,358,1,540.45,1,Regular
13875.0,54,5,1786.79,0,High Value
13876.0,64,1,122.7,0,High Value
13877.0,86,1,117.24,0,High Value
13878.0,55,1,1271.57,0,High Value
13880.0,21,13,3219.77,0,High Value
13881.0,4,20,17159.52,3,At Risk
13882.0,3,5,1191.13,0,High Value
13883.0,11,5,2674.48,0,High Value
13884.0,7,5,787.6,0,High Value
13885.0,189,2,506.8,1,Regular
13886.0,71,1,243.56,0,High Value
13887.0,204,1,349.55,1,Regular
13888.0,120,2,595.67,0,High Value
13889.0,93,1,416.90000000000003,0,High Value
13890.0,1,10,1883.8100000000002,0,High Value
13892.0,27,4,632.97,0,High Value
13893.0,298,1,821.1,1,Regular
13894.0,24,3,564.62,0,High Value
13895.0,28,4,2593.07,0,High Value
13897.0,50,1,311.16,0,High Value
13898.0,326,1,155.93,1,Regular
13899.0,16,2,388.52,0,High Value
13900.0,183,3,740.95,1,Regular
13901.0,72,5,2867.2,0,High Value
13904.0,37,2,332.64,0,High Value
13908.0,80,4,2369.55,0,High Value
13911.0,57,9,2580.91,0,High Value
13914.0,12,2,626.45,0,High Value
13917.0,50,2,272.04,0,High Value
13918.0,50,2,1212.8400000000001,0,High Value
13919.0,59,2,384.81,0,High Value
13922.0,352,1,172.25,1,Regular
13923.0,54,1,351.13,0,High Value
13924.0,2,6,1838.8500000000001,0,High Value
13925.0,93,4,678.25,0,High Value
13926.0,23,1,223.85000000000002,0,High Value
13927.0,75,1,348.99,0,High Value
13928.0,11,4,464.57,0,High Value
13929.0,169,2,842.65,1,Regular
13930.0,58,2,337.34,0,High Value
13931.0,96,2,1237.53,0,High Value
13932.0,295,1,307.4,1,Regular
13933.0,109,2,608.7900000000001,0,High Value
13934.0,264,1,922.1,1,Regular
13936.0,180,1,376.58,1,Regular
13937.0,169,1,158.85,1,Regular
13938.0,35,1,71.66,0,High Value
13939.0,23,3,568.55,0,High Value
13940.0,17,4,839.14,0,High Value
13941.0,22,5,5112.96,0,High Value
13946.0,79,3,561.5699999999999,0,High Value
13947.0,65,1,90.6,0,High Value
13948.0,361,1,102.0,1,Regular
13949.0,3,6,2427.32,0,High Value
13950.0,11,4,745.06,0,High Value
13951.0,176,3,674.45,1,Regular
13952.0,218,2,3251.071,1,Regular
13953.0,7,7,3515.68,0,High Value
13954.0,2,2,439.92,0,High Value
13955.0,154,2,322.96,1,Regular
13956.0,5,5,1019.27,0,High Value
13959.0,79,3,594.04,0,High Value
13960.0,21,2,230.22,0,High Value
13962.0,22,2,169.55,0,High Value
13963.0,308,4,664.54,1,Regular
13967.0,146,1,80.7,1,Regular
13969.0,7,18,9024.17,3,At Risk
13971.0,19,8,2758.26,0,High Value
13972.0,71,2,190.25,0,High Value
13973.0,287,1,264.7,1,Regular
13974.0,49,1,413.59000000000003,0,High Value
13975.0,31,6,2461.2400000000002,0,High Value
13976.0,207,1,357.98,1,Regular
13978.0,15,2,196.79000000000002,0,High Value
13979.0,73,1,869.87,0,High Value
13980.0,60,1,200.14,0,High Value
13982.0,39,4,1871.81,0,High Value
13983.0,30,12,2603.43,0,High Value
13984.0,27,5,920.51,0,High Value
13985.0,4,15,7060.13,3,At Risk
13986.0,17,1,320.46,0,High Value
13988.0,20,6,4147.96,0,High Value
13989.0,66,2,1266.08,0,High Value
13990.0,213,1,311.3,1,Regular
13991.0,12,6,852.88,0,High Value
13992.0,30,1,76.8,0,High Value
13993.0,43,9,3466.36,0,High Value
13994.0,4,6,2274.14,0,High Value
13995.0,15,5,1393.69,0,High Value
13999.0,10,12,3901.81,0,High Value
14000.0,211,1,635.66,1,Regular
14001.0,46,3,2043.0800000000002,0,High Value
14002.0,134,2,529.73,0,High Value
14004.0,43,7,4582.64,0,High Value
14005.0,10,5,2874.72,0,High Value
14006.0,116,3,962.19,0,High Value
14009.0,198,2,695.61,1,Regular
14012.0,278,1,328.8,1,Regular
14013.0,110,3,473.02,0,High Value
14014.0,77,1,505.18,0,High Value
14015.0,53,1,917.34,0,High Value
14016.0,162,4,4341.21,1,Regular
14019.0,47,3,1421.61,0,High Value
14020.0,17,2,642.8,0,High Value
14021.0,155,3,631.9,1,Regular
14022.0,225,1,440.0,1,Regular
14023.0,7,2,584.07,0,High Value
14024.0,122,2,327.7,0,High Value
14027.0,61,1,104.82,0,High Value
14029.0,63,2,467.66,0,High Value
14030.0,18,8,2358.84,0,High Value
14031.0,7,19,17286.86,3,At Risk
14032.0,2,11,2975.59,0,High Value
14034.0,22,3,648.89,0,High Value
14035.0,29,5,1428.02,0,High Value
14036.0,285,1,626.65,1,Regular
14037.0,176,2,147.20000000000002,1,Regular
14038.0,78,3,1560.38,0,High Value
14039.0,33,1,152.2,0,High Value
14040.0,41,12,3560.32,0,High Value
14041.0,266,1,141.41,1,Regular
14044.0,27,4,646.42,0,High Value
14045.0,109,4,1659.75,0,High Value
14046.0,284,1,154.99,1,Regular
14047.0,9,5,1308.6100000000001,0,High Value
14048.0,305,1,409.93,1,Regular
14049.0,17,4,5578.72,0,High Value
14050.0,32,2,746.36,0,High Value
14051.0,1,23,15610.390000000001,3,At Risk
14052.0,20,1,225.36,0,High Value
14053.0,124,2,260.25,0,High Value
14054.0,65,1,92.46,0,High Value
14055.0,106,1,725.6400000000001,0,High Value
14056.0,1,23,8152.71,3,At Risk
14057.0,24,17,6211.66,3,At Risk
14059.0,267,1,183.6,1,Regular
14060.0,5,19,6140.42,3,At Risk
14062.0,10,12,10464.85,3,At Risk
14064.0,29,5,1334.34,0,High Value
14066.0,267,1,152.55,1,Regular
14067.0,64,2,374.7,0,High Value
14068.0,320,1,265.85,1,Regular
14071.0,4,8,1437.57,0,High Value
14073.0,32,1,151.04,0,High Value
14075.0,5,3,942.26,0,High Value
14076.0,129,1,118.67,0,High Value
14077.0,41,5,499.41999999999996,0,High Value
14078.0,102,6,1049.37,0,High Value
14079.0,125,1,375.1,0,High Value
14080.0,33,1,45.599999999999994,0,High Value
14081.0,302,2,921.62,1,Regular
14082.0,365,1,182.25,1,Regular
14083.0,4,9,1002.9,0,High Value
14085.0,2,18,4421.29,3,At Risk
14087.0,3,1,191.47,0,High Value
14088.0,10,13,50491.81,3,At Risk
14089.0,57,1,158.75,0,High Value
14090.0,325,1,76.32000000000001,1,Regular
14092.0,8,14,4076.91,0,High Value
14093.0,12,1,433.86,0,High Value
14096.0,4,17,65164.79,3,At Risk
14098.0,37,1,147.35,0,High Value
14099.0,16,11,3104.17,0,High Value
14100.0,138,1,191.95000000000002,0,High Value
14101.0,74,6,5976.79,0,High Value
14102.0,5,5,1105.8799999999999,0,High Value
14104.0,155,2,216.20999999999998,1,Regular
14105.0,239,1,1266.23,1,Regular
14107.0,52,7,2703.23,0,High Value
14108.0,31,2,597.91,0,High Value
14109.0,73,1,144.2,0,High Value
14110.0,4,12,5683.15,0,High Value
14111.0,14,4,692.85,0,High Value
14112.0,23,7,2915.15,0,High Value
14113.0,4,4,1840.42,0,High Value
14114.0,274,2,386.53,1,Regular
14116.0,20,5,1382.74,0,High Value
14117.0,144,1,90.0,1,Regular
14121.0,4,4,2780.15,0,High Value
14124.0,84,1,419.58000000000004,0,High Value
14125.0,11,3,2720.63,0,High Value
14126.0,8,3,706.1300000000001,0,High Value
14127.0,123,3,709.71,0,High Value
14128.0,61,2,637.5,0,High Value
14129.0,2,5,1123.8600000000001,0,High Value
14130.0,319,1,480.91,1,Regular
14132.0,2,11,3586.0299999999997,0,High Value
14133.0,130,3,605.64,0,High Value
14135.0,2,15,4690.31,3,At Risk
14138.0,2,2,965.8800000000001,0,High Value
14139.0,46,1,415.82,0,High Value
14140.0,4,2,935.05,0,High Value
14141.0,3,4,915.13,0,High Value
14142.0,373,1,311.81,1,Regular
14143.0,134,1,115.8,0,High Value
14145.0,47,4,3742.2,0,High Value
14146.0,9,5,4191.0,0,High Value
14147.0,78,2,483.4,0,High Value
14148.0,234,1,157.2,1,Regular
14149.0,221,1,446.62,1,Regular
14150.0,36,2,658.64,0,High Value
14152.0,75,2,621.29,0,High Value
14154.0,239,2,1345.62,1,Regular
14155.0,266,1,118.75,1,Regular
14156.0,10,55,117210.08,2,Occasional
14157.0,20,2,424.89000000000004,0,High Value
14158.0,40,1,507.66,0,High Value
14159.0,20,11,4630.35,0,High Value
14161.0,216,3,1097.6200000000001,1,Regular
14162.0,174,2,289.36,1,Regular
14163.0,87,4,2445.91,0,High Value
14164.0,71,2,1631.77,0,High Value
14165.0,276,1,120.44,1,Regular
14167.0,39,4,562.59,0,High Value
14171.0,98,1,363.79,0,High Value
14173.0,11,4,450.84,0,High Value
14174.0,33,1,134.46,0,High Value
14175.0,60,3,3222.3,0,High Value
14176.0,297,4,576.9000000000001,1,Regular
14177.0,86,4,549.46,0,High Value
14178.0,9,7,1600.26,0,High Value
14179.0,41,2,701.57,0,High Value
14180.0,11,25,4748.52,3,At Risk
14184.0,67,1,452.89,0,High Value
14185.0,331,1,197.65,1,Regular
14188.0,31,6,2054.36,0,High Value
14189.0,2,15,4654.08,3,At Risk
14191.0,2,13,4684.76,0,High Value
14193.0,68,2,853.39,0,High Value
14194.0,5,21,11349.52,3,At Risk
14195.0,202,2,1012.0,1,Regular
14196.0,107,1,335.52,0,High Value
14198.0,18,4,701.4,0,High Value
14199.0,218,1,185.39999999999998,1,Regular
14201.0,60,7,747.44,0,High Value
14204.0,2,1,150.61,0,High Value
14205.0,17,2,466.7,0,High Value
14206.0,239,1,328.15999999999997,1,Regular
14208.0,95,1,151.74,0,High Value
14209.0,11,6,2073.43,0,High Value
14210.0,106,6,1905.8400000000001,0,High Value
14211.0,53,9,2241.1,0,High Value
14212.0,90,1,1070.48,0,High Value
14214.0,31,5,1004.38,0,High Value
14215.0,12,6,1789.72,0,High Value
14216.0,3,4,1839.3,0,High Value
14217.0,2,17,2004.98,3,At Risk
14218.0,43,1,169.48000000000002,0,High Value
14219.0,4,1,89.94,0,High Value
14220.0,247,2,632.4,1,Regular
14221.0,42,9,3432.8,0,High Value
14222.0,177,1,683.17,1,Regular
14223.0,92,3,991.13,0,High Value
14224.0,110,4,1009.73,0,High Value
14226.0,29,5,2214.79,0,High Value
14227.0,26,10,3350.96,0,High Value
14229.0,52,3,1547.2,0,High Value
14231.0,184,3,925.71,1,Regular
14232.0,43,5,2048.07,0,High Value
14233.0,49,4,1462.72,0,High Value
14234.0,22,4,754.12,0,High Value
14235.0,75,5,3144.86,0,High Value
14236.0,81,2,490.86,0,High Value
14237.0,373,1,161.0,1,Regular
14238.0,326,1,146.85,1,Regular
14239.0,43,11,2380.85,0,High Value
14240.0,30,2,890.34,0,High Value
14241.0,184,1,213.70000000000002,1,Regular
